District_Name,SCHOOL,Gender,2011 Total,%0-5 Points,%6-10 Points,%11-15 Points,%16-20 Points,%21-25 Points,2012 Total,%0-5 Points,%6-10 Points,%11-15 Points,%16-20 Points,%21-25 Points,2013 Total,%0-5 Points,%6-10 Points,%11-15 Points,%16-20 Points,2014 Total,%0-5 Points,%6-10 Points,%11-15 Points,%16-20 Points,2015 Total,%0-5 Points,%6-10 Points,%11-15 Points,%16-20 Points
BUIKWE,,MALE,68,47.1,45.6,7.4,0,0,22,36.4,45.5,13.6,0,4.5,82,51.2,46.3,2.4,0,18,55.6,33.3,5.6,5.6,18,34.3,44.4,11.1,0
BUIKWE,"ARMORET HIGH SCHOOL,JINJA",FEMALE,4,75,25,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0
BUIKWE,,MALE,24,45.8,33.3,16.7,4.2,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0
BUIKWE,"BISHOP NKOYOYO SECONDARY SCHOOL,MATALE",FEMALE,37,8.1,18.9,40.5,29.7,2.7,22,0,40.9,40.9,18.2,0,48,12.5,54.2,25,8.3,36,11.1,36.1,52.8,0,26,11.5,61.5,26.9,0
BUIKWE,,MALE,39,15.4,17.9,48.7,17.9,0,34,5.9,32.4,38.2,20.6,2.9,54,7.4,29.6,37,25.9,19,0,31.6,52.6,15.8,16,31.3,31.3,31.3,6.3
BUIKWE,BUIKWE SECONDARY SCHOOL,FEMALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,8,25,50,25,0
BUIKWE,,MALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,22,50,31.8,13.6,4.5
BUIKWE,"CARDINAL NSUBUGA SECONDARY SCHOOL,NYENGA",FEMALE,11,0,36.4,63.6,0,0,15,13.3,60,13.3,13.3,0,30,13.3,73.3,13.3,0,8,25,75,0,0,30,20,70,10,0
BUIKWE,,MALE,16,6.3,18.8,62.5,12.5,0,19,10.5,47.4,26.3,15.8,0,60,30,43.3,26.7,0,11,9.1,54.5,36.4,0,22,28.1,59.1,9.1,0
BUIKWE,"EQUATOR COLLEGE,LUGAZI",FEMALE,15,20,33.3,40,6.7,0,13,23.1,53.8,23.1,0,0,24,25,50,25,0,7,42.9,28.6,28.6,0,22,36.4,54.5,9.1,0
BUIKWE,,MALE,31,38.7,32.3,16.1,12.9,0,42,33.3,38.1,26.2,2.4,0,72,41.7,27.8,27.8,2.8,43,48.8,34.9,16.3,0,33,53.3,30.3,6.1,0
BUIKWE,"GETWISE SECONDARY SCHOOL,LUGAZI",FEMALE,,0,0,0,0,0,3,66.7,33.3,0,0,0,94,51.1,42.6,6.4,0,6,50,33.3,16.7,0,8,50,37.5,12.5,0
BUIKWE,,MALE,,0,0,0,0,0,7,28.6,42.9,28.6,0,0,114,66.7,24.6,8.8,0,6,66.7,16.7,16.7,0,5,60,40,0,0
BUIKWE,"HANDS OF GRACE SECONDARY SCHOOL,LUGAZI",FEMALE,6,16.7,66.7,16.7,0,0,8,37.5,50,12.5,0,0,10,60,40,0,0,13,69.2,23.1,7.7,0,5,20,80,0,0
BUIKWE,,MALE,13,7.7,46.2,46.2,0,0,12,75,25,0,0,0,24,83.3,16.7,0,0,28,64.3,32.1,3.6,0,18,29.9,50,11.1,0
BUIKWE,"HOPE CHRISTIAN HIGH SCHOOL,LUGAZI",FEMALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,21,19,33.3,47.6,0,26,58.1,26.9,11.5,0
BUIKWE,,MALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,29,37.9,31,24.1,6.9,29,43.1,37.9,17.2,0
BUIKWE,LIAHONA HIGH SCHOOL,FEMALE,,0,0,0,0,0,7,71.4,28.6,0,0,0,46,73.9,26.1,0,0,9,66.7,33.3,0,0,24,45.6,25,8.3,0
BUIKWE,,MALE,,0,0,0,0,0,13,30.8,46.2,23.1,0,0,60,60,33.3,6.7,0,21,38.1,42.9,19,0,35,31.7,45.7,14.3,0
BUIKWE,"LORDS MEADE VOCATIONAL COLLEGE,NJERU",FEMALE,44,13.6,56.8,25,4.5,0,38,23.7,42.1,34.2,0,0,58,44.8,48.3,6.9,0,22,22.7,54.5,22.7,0,14,42.9,42.9,14.3,0
BUIKWE,,MALE,70,10,40,37.1,11.4,1.4,57,19.3,35.1,29.8,15.8,0,84,31,52.4,16.7,0,38,34.2,52.6,13.2,0,21,28.9,66.7,0,0
BUIKWE,LUGAZI HIGH SCHOOL,FEMALE,,0,0,0,0,0,18,27.8,44.4,16.7,5.6,5.6,8,50,50,0,0,18,44.4,33.3,22.2,0,,0,0,0,0
BUIKWE,,MALE,,0,0,0,0,0,24,20.8,54.2,25,0,0,26,61.5,38.5,0,0,19,63.2,36.8,0,0,,0,0,0,0
BUIKWE,LUGAZI HOMELAND COLLEGE,FEMALE,,0,0,0,0,0,,0,0,0,0,0,56,25,39.3,32.1,3.6,27,7.4,33.3,55.6,3.7,59,25.4,50.8,20.3,3.4
BUIKWE,,MALE,,0,0,0,0,0,,0,0,0,0,0,34,47.1,52.9,0,0,34,14.7,41.2,41.2,2.9,34,8.8,58.8,32.4,0
BUIKWE,LUGAZI HOMESTONE SCHOOL,FEMALE,,0,0,0,0,0,65,9.2,44.6,30.8,15.4,0,110,20,30.9,45.5,3.6,82,12.2,22,53.7,12.2,61,28.5,60.7,8.2,0
BUIKWE,,MALE,,0,0,0,0,0,125,15.2,28.8,31.2,23.2,1.6,190,29.5,36.8,31.6,2.1,107,15,37.4,31.8,15.9,107,31.2,48.6,17.8,0.9
BUIKWE,LUGAZI MIXED SCHOOL NAALYA,FEMALE,123,4.1,14.6,43.1,35.8,2.4,169,5.3,24.3,44.4,22.5,3.6,396,13.1,38.9,44.4,3.5,201,10,36.3,41.8,11.9,171,10.6,54.4,32.2,2.3
BUIKWE,,MALE,160,3.1,12.5,39.4,40,5,239,1.3,20.9,45.2,29.7,2.9,504,7.9,42.9,42.1,7.1,202,7.4,27.7,51,13.9,236,9.5,50.4,36.9,2.5
BUIKWE,LUGAZI PARENTS INTERNATIONAL SCHOOL,FEMALE,32,25,46.9,25,3.1,0,21,52.4,33.3,14.3,0,0,20,70,10,20,0,3,66.7,33.3,0,0,,0,0,0,0
BUIKWE,,MALE,38,42.1,36.8,18.4,2.6,0,19,52.6,26.3,15.8,5.3,0,16,62.5,37.5,0,0,7,57.1,28.6,14.3,0,,0,0,0,0
BUIKWE,LUGAZI PROGRESSIVE COLLEGE,FEMALE,37,37.8,43.2,18.9,0,0,38,21.1,34.2,34.2,10.5,0,74,51.4,40.5,8.1,0,40,55,37.5,7.5,0,18,44.9,50,0,0
BUIKWE,,MALE,78,38.5,43.6,15.4,2.6,0,51,11.8,49,33.3,3.9,2,134,53.7,34.3,11.9,0,48,54.2,29.2,12.5,4.2,20,60.6,25,5,0
BUIKWE,LUGAZI PROGRESSIVE SECONDARY SCHOOL,FEMALE,25,36,44,20,0,0,18,44.4,22.2,22.2,11.1,0,42,19,52.4,28.6,0,14,50,35.7,14.3,0,21,57.1,38.1,4.8,0
BUIKWE,,MALE,23,26.1,43.5,30.4,0,0,23,43.5,47.8,8.7,0,0,42,14.3,52.4,33.3,0,31,45.2,48.4,3.2,3.2,41,31.7,46.3,22,0
BUIKWE,LWERU SECONDARY SCHOOL,FEMALE,20,35,45,20,0,0,33,21.2,51.5,24.2,3,0,72,66.7,19.4,13.9,0,18,16.7,55.6,27.8,0,9,0,88.9,11.1,0
BUIKWE,,MALE,35,28.6,42.9,25.7,2.9,0,47,23.4,53.2,23.4,0,0,96,50,41.7,8.3,0,28,25,53.6,14.3,7.1,31,23,54.8,19.4,0
BUIKWE,MARIA THEREZA LEDOCHOWSKA COLLEGE,FEMALE,4,50,25,0,25,0,,0,0,0,0,0,,0,0,0,0,5,0,80,20,0,18,33.3,55.6,11.1,0
BUIKWE,,MALE,9,55.6,44.4,0,0,0,,0,0,0,0,0,,0,0,0,0,5,0,80,20,0,23,59.2,34.8,0,4.3
BUIKWE,MEHTA SECONDARY SCHOOL,FEMALE,25,16,20,40,24,0,44,13.6,38.6,34.1,11.4,2.3,52,7.7,46.2,38.5,7.7,26,3.8,42.3,38.5,15.4,31,12.9,77.4,9.7,0
BUIKWE,,MALE,59,16.9,39,33.9,8.5,1.7,34,23.5,35.3,26.5,14.7,0,86,23.3,51.2,23.3,2.3,49,16.3,28.6,38.8,16.3,40,24,50,15,2.5
BUIKWE,"NAJJA MARY'S HIGH SCHOOL,KYAGGWE",FEMALE,11,36.4,36.4,27.3,0,0,,0,0,0,0,0,8,100,0,0,0,,0,0,0,0,,0,0,0,0
BUIKWE,,MALE,21,33.3,28.6,33.3,4.8,0,,0,0,0,0,0,12,83.3,16.7,0,0,,0,0,0,0,,0,0,0,0
BUIKWE,"NAJJEMBE HOMELAND SS,LUGAZI",FEMALE,103,7.8,22.3,42.7,17.5,9.7,47,27.7,48.9,19.1,4.3,0,52,26.9,57.7,15.4,0,24,16.7,33.3,45.8,4.2,14,14.3,35.7,50,0
BUIKWE,,MALE,113,5.3,31,35.4,19.5,8.8,53,17,32.1,41.5,9.4,0,68,23.5,50,20.6,5.9,14,7.1,28.6,42.9,21.4,25,12,52,32,4
BUIKWE,"NAMINYA HIGH SCHOOL,JINJA",FEMALE,14,42.9,35.7,21.4,0,0,26,42.3,34.6,23.1,0,0,26,100,0,0,0,,0,0,0,0,6,68.1,16.7,0,0
BUIKWE,,MALE,20,45,20,25,10,0,31,32.3,48.4,19.4,0,0,32,75,25,0,0,,0,0,0,0,4,76.1,0,0,0
BUIKWE,NAMWEZI SECONDARY SCHOOL,FEMALE,27,25.9,55.6,18.5,0,0,40,32.5,55,12.5,0,0,106,52.8,39.6,7.5,0,37,67.6,29.7,2.7,0,18,28.7,50,11.1,0
BUIKWE,,MALE,23,26.1,43.5,30.4,0,0,63,54,36.5,7.9,1.6,0,142,59.2,32.4,8.5,0,69,59.4,31.9,7.2,1.4,36,53.4,33.3,8.3,0
BUIKWE,NGOGWE BASKERVILLE SECONDARY SCHOOL,FEMALE,2,100,0,0,0,0,13,38.5,61.5,0,0,0,40,40,45,15,0,12,41.7,41.7,16.7,0,5,20,20,60,0
BUIKWE,,MALE,12,41.7,41.7,8.3,8.3,0,28,28.6,39.3,17.9,14.3,0,72,50,33.3,16.7,0,25,40,40,20,0,22,24,50,18.2,0
BUIKWE,"NJERU SECONDARY SCHOOL,JINJA",FEMALE,34,55.9,35.3,8.8,0,0,26,38.5,38.5,23.1,0,0,50,64,28,8,0,12,50,41.7,8.3,0,13,47.6,30.8,7.7,0
BUIKWE,,MALE,47,38.3,40.4,17,4.3,0,39,30.8,53.8,7.7,7.7,0,86,60.5,34.9,2.3,2.3,42,40.5,50,9.5,0,46,41.1,45.7,4.3,0
BUIKWE,"NOAH'S ARK SECONDARY SCHOOL,LUGAZI",FEMALE,55,20,49.1,29.1,1.8,0,61,11.5,55.7,32.8,0,0,138,46.4,44.9,8.7,0,45,31.1,48.9,20,0,20,15,45,40,0
BUIKWE,,MALE,62,14.5,50,22.6,12.9,0,67,20.9,34.3,23.9,16.4,4.5,130,35.4,36.9,24.6,3.1,62,29,46.8,24.2,0,39,17.9,59,20.5,2.6
BUIKWE,NYENGA SECONDARY SCHOOL,FEMALE,6,33.3,33.3,16.7,16.7,0,1,0,100,0,0,0,24,58.3,41.7,0,0,28,21.4,46.4,32.1,0,26,16.6,57.7,19.2,3.8
BUIKWE,,MALE,8,25,25,25,25,0,9,33.3,44.4,22.2,0,0,56,17.9,67.9,14.3,0,57,33.3,45.6,17.5,3.5,62,23.6,50,22.6,1.6
BUIKWE,"REHABOTH INTERGRATED HIGH SCHOOL,NJERU",FEMALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,9,22.2,44.4,33.3,0,12,16.7,66.7,16.7,0
BUIKWE,,MALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,12,50,41.7,8.3,0,6,16.7,50,33.3,0
BUIKWE,RISAH STANDARD HIGH SCHOOL,FEMALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,48,56.3,33.3,10.4,0,24,61.1,25,0,0
BUIKWE,,MALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,67,68.7,28.4,3,0,32,73.8,12.5,3.1,0
BUIKWE,"SACRED HEART NAJJA SS,BUIKWE",FEMALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,6,33.3,66.7,0,0,4,100,0,0,0
BUIKWE,,MALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,9,55.6,33.3,11.1,0,11,42.3,36.4,9.1,0
BUIKWE,ST.ELIZA SECONDARY SCHOOL,FEMALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,7,28.6,28.6,28.6,14.3
BUIKWE,,MALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,10,50,40,10,0
BUIKWE,"ST.JOSEPH'S SEMINARY,NYENGA",MALE,32,0,9.4,46.9,43.8,0,22,0,13.6,40.9,45.5,0,70,17.1,37.1,40,5.7,11,0,18.2,54.5,27.3,24,0,45.8,45.8,8.3
BUIKWE,"ST.MARY'S COLLEGE,LUGAZI",FEMALE,112,2.7,26.8,39.3,26.8,4.5,106,0.9,11.3,43.4,35.8,8.5,296,8.1,39.2,39.9,12.8,88,2.3,15.9,47.7,34.1,108,6.6,45.4,39.8,7.4
BUIKWE,,MALE,146,2.1,12.3,39.7,36.3,9.6,144,3.5,13.9,32.6,32.6,17.4,326,7.4,36.2,41.1,15.3,161,2.5,14.9,46.6,36,138,3.6,37.7,47.8,10.9
BUIKWE,"ST.NOA MAWAGALI SECONDARY SCHOOL,JINJA",FEMALE,45,4.4,35.6,46.7,8.9,4.4,30,3.3,23.3,46.7,26.7,0,104,30.8,38.5,26.9,3.8,40,12.5,50,27.5,10,37,13.5,59.5,27,0
BUIKWE,,MALE,65,7.7,36.9,43.1,12.3,0,53,5.7,32.1,39.6,22.6,0,102,19.6,37.3,35.3,7.8,34,14.7,32.4,44.1,8.8,62,24.2,45.2,24.2,0
BUIKWE,ST.PETER'S NKOKONJERU SECONDARY SCHOOL,FEMALE,9,0,22.2,22.2,55.6,0,18,16.7,33.3,44.4,0,5.6,60,63.3,33.3,3.3,0,27,37,55.6,3.7,3.7,15,46.7,53.3,0,0
BUIKWE,,MALE,17,17.6,47.1,17.6,17.6,0,40,7.5,40,45,7.5,0,72,44.4,38.9,11.1,5.6,33,48.5,45.5,6.1,0,40,35.5,57.5,5,0
BUIKWE,"STELLA MARIS COLLEGE,NSUBE",FEMALE,46,8.7,21.7,45.7,23.9,0,68,0,23.5,48.5,26.5,1.5,90,6.7,37.8,44.4,11.1,38,2.6,42.1,42.1,13.2,46,6.5,54.3,39.1,0
BUIKWE,"VICTORIA SECONDARY SCHOOL,SSI-BUKUNJA",FEMALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,7,42.9,57.1,0,0,11,41.9,54.5,0,0
BUIKWE,,MALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,15,60,20,13.3,6.7,11,27.3,63.6,9.1,0
BUIKWE Total,,,2164,17.8,31.6,31.8,16.3,2.5,2340,16.8,33.8,31.3,15.4,2.6,5086,31.7,39.2,24.9,4.2,2380,26.8,35,29.2,9.1,2264,24.4,48.1,22.4,2.1
JINJA,BUGEMBE ISLAMIC INSTITUTE,FEMALE,12,50,25,16.7,8.3,0,4,25,50,25,0,0,20,60,30,10,0,12,33.3,58.3,0,8.3,7,14.3,71.4,14.3,0
JINJA,,MALE,32,25,34.4,34.4,3.1,3.1,25,8,48,32,12,0,38,15.8,52.6,31.6,0,34,38.2,44.1,17.6,0,12,41.7,33.3,25,0
JINJA,"BUSEDE COLLEGE,BUGAYA",FEMALE,,0,0,0,0,0,,0,0,0,0,0,8,0,100,0,0,2,100,0,0,0,3,0,100,0,0
JINJA,,MALE,,0,0,0,0,0,,0,0,0,0,0,22,45.5,54.5,0,0,17,64.7,35.3,0,0,12,8.3,83.3,8.3,0
JINJA,"BUSOGA COLLEGE,MWIRI",MALE,123,0.8,14.6,48,34.1,2.4,105,3.8,29.5,41,25.7,0,260,20,50.8,25.4,3.8,70,10,48.6,40,1.4,102,16.8,52.9,27.5,2
JINJA,BUWENGE COLLEGE,FEMALE,1,100,0,0,0,0,4,100,0,0,0,0,4,100,0,0,0,2,100,0,0,0,,0,0,0,0
JINJA,,MALE,10,60,30,10,0,0,6,50,33.3,16.7,0,0,32,81.3,18.8,0,0,9,77.8,22.2,0,0,,0,0,0,0
JINJA,BUWENGE MODERN SECONDARY SCHOOL,FEMALE,,0,0,0,0,0,,0,0,0,0,0,18,55.6,44.4,0,0,9,55.6,33.3,11.1,0,9,41.7,33.3,0,0
JINJA,,MALE,,0,0,0,0,0,,0,0,0,0,0,56,75,25,0,0,19,73.7,21.1,5.3,0,21,59.2,33.3,0,0
JINJA,BUWENGE PROGRESSIVE SECONDARY SCHOOL,FEMALE,7,71.4,14.3,14.3,0,0,5,100,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0
JINJA,,MALE,19,78.9,15.8,5.3,0,0,6,16.7,83.3,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0
JINJA,"EAST SECONDARY SCHOOL,BUYALA JINJA",FEMALE,7,57.1,42.9,0,0,0,5,60,40,0,0,0,16,50,50,0,0,8,50,50,0,0,5,60,40,0,0
JINJA,,MALE,4,75,25,0,0,0,17,47.1,47.1,5.9,0,0,20,70,30,0,0,14,42.9,42.9,14.3,0,11,65.2,27.3,0,0
JINJA,"GATEWAY HIGH SCHOOL,MUGULUKA",FEMALE,40,20,55,22.5,2.5,0,21,33.3,57.1,9.5,0,0,12,50,33.3,16.7,0,25,12,36,32,20,44,46,31.8,13.6,2.3
JINJA,,MALE,79,38,43,15.2,3.8,0,28,42.9,32.1,21.4,3.6,0,42,42.9,42.9,14.3,0,46,37,41.3,21.7,0,34,38.2,50,8.8,2.9
JINJA,GLORYLAND CHRISTIAN COLLEGE,FEMALE,,0,0,0,0,0,,0,0,0,0,0,24,25,41.7,33.3,0,15,66.7,33.3,0,0,8,62.5,25,12.5,0
JINJA,,MALE,,0,0,0,0,0,,0,0,0,0,0,60,30,53.3,16.7,0,49,55.1,36.7,8.2,0,28,59.3,32.1,0,0
JINJA,"GOODHEART SECONDARY SCHOOL,JINJA",FEMALE,32,12.5,50,34.4,3.1,0,35,5.7,40,40,14.3,0,60,33.3,50,16.7,0,48,25,47.9,25,2.1,29,20.7,62.1,17.2,0
JINJA,,MALE,54,7.4,35.2,42.6,14.8,0,53,5.7,45.3,37.7,11.3,0,98,26.5,38.8,32.7,2,54,20.4,44.4,35.2,0,64,45.6,40.6,12.5,0
JINJA,"HOLY CROSS LAKE VIEW SS,JINJA",FEMALE,22,0,4.5,45.5,45.5,4.5,41,2.4,12.2,46.3,39,0,82,19.5,26.8,48.8,4.9,29,0,17.2,72.4,10.3,26,3.8,65.4,26.9,3.8
JINJA,,MALE,27,0,14.8,29.6,48.1,7.4,37,0,32.4,35.1,24.3,8.1,66,6.1,33.3,57.6,3,36,8.3,33.3,44.4,13.9,20,0,45,45,10
JINJA,"HOPE COMMUNITY HIGH SCHOOL,JINJA",FEMALE,,0,0,0,0,0,,0,0,0,0,0,20,60,40,0,0,16,50,43.8,6.3,0,8,87.5,12.5,0,0
JINJA,,MALE,,0,0,0,0,0,,0,0,0,0,0,42,71.4,28.6,0,0,37,54.1,35.1,10.8,0,24,49.7,29.2,8.3,0
JINJA,JINJA COLLEGE,MALE,86,1.2,3.5,46.5,41.9,7,85,0,20,41.2,35.3,3.5,128,7.8,39.1,42.2,10.9,58,1.7,22.4,53.4,22.4,99,19.2,60.6,20.2,0
JINJA,JINJA HALL,FEMALE,23,78.3,21.7,0,0,0,63,57.1,28.6,9.5,1.6,3.2,98,53.1,36.7,10.2,0,6,83.3,16.7,0,0,6,83.3,16.7,0,0
JINJA,,MALE,58,65.5,25.9,8.6,0,0,87,51.7,35.6,8,4.6,0,124,61.3,33.9,4.8,0,23,60.9,34.8,4.3,0,22,64.9,18.2,0,0
JINJA,JINJA MODERN SECONDARY SCHOOL,FEMALE,7,28.6,57.1,14.3,0,0,24,62.5,25,12.5,0,0,32,62.5,25,6.3,6.3,12,91.7,8.3,0,0,8,26.2,50,12.5,0
JINJA,,MALE,14,7.1,64.3,28.6,0,0,47,59.6,31.9,8.5,0,0,28,71.4,28.6,0,0,26,53.8,42.3,3.8,0,21,45.1,33.3,9.5,0
JINJA,JINJA PARENTS COLLEGE(JIPA),FEMALE,16,62.5,25,12.5,0,0,10,80,20,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0
JINJA,,MALE,33,51.5,36.4,12.1,0,0,20,70,25,5,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0
JINJA,"JINJA PARENTS' SCHOOL,KAGOMA",FEMALE,,0,0,0,0,0,6,50,33.3,16.7,0,0,12,83.3,16.7,0,0,7,28.6,57.1,14.3,0,,0,0,0,0
JINJA,,MALE,,0,0,0,0,0,14,28.6,57.1,14.3,0,0,40,60,40,0,0,9,33.3,44.4,22.2,0,,0,0,0,0
JINJA,JINJA PROGRESSIVE SECONDARY SCHOOL,FEMALE,171,36.3,29.2,23.4,10.5,0.6,188,33.5,42.6,16,5.9,2.1,450,33.3,48.4,16,2.2,181,11.6,43.6,38.7,6.1,140,17.5,50,25.7,4.3
JINJA,,MALE,227,26,36.1,26,10.1,1.8,296,23,48,20.6,6.1,2.4,548,32.5,42,20.1,5.5,210,16.7,37.6,31.9,13.8,168,17.3,50,27.4,4.8
JINJA,JINJA PROGRESSIVE SECONDARY SCHOOL ANNEX,FEMALE,,0,0,0,0,0,,0,0,0,0,0,76,63.2,34.2,2.6,0,50,38,52,10,0,68,41.3,48.5,7.4,0
JINJA,,MALE,,0,0,0,0,0,,0,0,0,0,0,158,64.6,32.9,2.5,0,90,42.2,38.9,16.7,2.2,81,48.7,35.8,6.2,0
JINJA,JINJA SECONDARY SCHOOL,FEMALE,163,12.3,45.4,30.7,11,0.6,141,21.3,37.6,29.8,10.6,0.7,344,30.2,46.5,19.8,3.5,202,24.8,48,22.8,4.5,155,28.8,49.7,18.7,0.6
JINJA,,MALE,336,13.1,38.4,35.4,12.5,0.6,358,15.6,37.2,31.6,13.7,2,654,29.7,40.4,26.6,3.4,297,21.9,41.1,30.3,6.7,262,27.9,44.3,21.8,1.1
JINJA,JINJA SECONDARY SCHOOL ANNEX,FEMALE,101,40.6,46.5,11.9,1,0,145,37.9,51.7,9.7,0.7,0,326,60.1,37.4,2.5,0,123,60.2,35.8,4.1,0,100,50.4,45,2,0
JINJA,,MALE,183,30.6,49.7,18,1.6,0,265,33.6,47.2,17.7,1.5,0,472,62.3,33.9,3.8,0,239,54,38.1,7.9,0,183,42.4,43.7,7.7,0.5
JINJA,KAKIRA HIGH SCHOOL,FEMALE,26,46.2,46.2,7.7,0,0,35,42.9,48.6,5.7,2.9,0,42,66.7,28.6,4.8,0,34,47.1,41.2,11.8,0,32,53.7,40.6,3.1,0
JINJA,,MALE,39,61.5,35.9,2.6,0,0,65,47.7,41.5,9.2,1.5,0,122,65.6,32.8,1.6,0,52,61.5,30.8,7.7,0,46,49.7,34.8,4.3,0
JINJA,KAKIRA SECONDARY SCHOOL,FEMALE,24,20.8,33.3,33.3,12.5,0,18,0,33.3,33.3,33.3,0,72,44.4,44.4,11.1,0,35,22.9,34.3,40,2.9,25,16,60,24,0
JINJA,,MALE,36,8.3,38.9,25,25,2.8,45,4.4,51.1,33.3,11.1,0,112,21.4,57.1,21.4,0,59,40.7,40.7,15.3,3.4,51,27.8,58.8,11.8,0
JINJA,"KIIRA COLLEGE,BUTIKI",MALE,122,4.1,11.5,32.8,39.3,12.3,152,3.9,6.6,34.2,35.5,19.7,276,5.8,18.1,57.2,18.8,164,4.3,16.5,43.3,36,139,4.3,34.5,49.6,11.5
JINJA,"KIIRA HIGH SCHOOL,JINJA",FEMALE,28,46.4,42.9,10.7,0,0,27,33.3,59.3,7.4,0,0,32,75,25,0,0,3,100,0,0,0,,0,0,0,0
JINJA,,MALE,21,33.3,28.6,38.1,0,0,31,51.6,35.5,12.9,0,0,54,48.1,40.7,11.1,0,8,37.5,25,37.5,0,,0,0,0,0
JINJA,"KIIRA VIEW SECONDARY SCHOOL,BUWENGE",FEMALE,,0,0,0,0,0,4,75,25,0,0,0,10,80,20,0,0,3,100,0,0,0,2,100,0,0,0
JINJA,,MALE,,0,0,0,0,0,16,12.5,75,12.5,0,0,22,63.6,36.4,0,0,7,85.7,14.3,0,0,9,70.4,11.1,0,0
JINJA,LUBANI SECONDARY SCHOOL,FEMALE,23,30.4,47.8,21.7,0,0,16,31.3,43.8,25,0,0,60,66.7,26.7,6.7,0,15,46.7,46.7,6.7,0,9,34.1,55.6,0,0
JINJA,,MALE,41,43.9,46.3,9.8,0,0,52,55.8,34.6,9.6,0,0,154,48.1,42.9,9.1,0,33,57.6,30.3,12.1,0,17,35.3,58.8,5.9,0
JINJA,LWANDA HIGH SCHOOL,FEMALE,,0,0,0,0,0,19,42.1,52.6,5.3,0,0,46,73.9,26.1,0,0,28,60.7,32.1,7.1,0,7,58.1,14.3,14.3,0
JINJA,,MALE,,0,0,0,0,0,31,41.9,35.5,19.4,3.2,0,72,44.4,41.7,13.9,0,47,36.2,48.9,14.9,0,16,51.2,37.5,0,0
JINJA,"M.M COLLEGE,WAIRAKA",FEMALE,66,3,34.8,53,9.1,0,42,11.9,28.6,40.5,19,0,60,33.3,60,6.7,0,44,27.3,38.6,22.7,11.4,27,22.6,48.1,25.9,0
JINJA,,MALE,98,5.1,49,34.7,11.2,0,81,19.8,30.9,30.9,18.5,0,120,30,50,20,0,69,17.4,49.3,24.6,8.7,37,21.6,48.6,29.7,0
JINJA,"MASESE GIRLS BOARDING SS,JINJA",FEMALE,10,20,60,20,0,0,26,34.6,53.8,7.7,3.8,0,46,39.1,39.1,21.7,0,19,47.4,47.4,5.3,0,21,45.3,33.3,9.5,0
JINJA,"MOTHER KEVIN SECONDARY SCHOOL,JINJA",FEMALE,26,7.7,50,34.6,7.7,0,17,17.6,58.8,23.5,0,0,34,35.3,35.3,23.5,5.9,13,23.1,46.2,30.8,0,14,28.6,50,21.4,0
JINJA,,MALE,34,26.5,41.2,23.5,8.8,0,31,9.7,54.8,22.6,12.9,0,42,4.8,66.7,28.6,0,14,0,42.9,57.1,0,20,5,50,45,0
JINJA,"MT.ST.JOHN'S COLLEGE,KAGOMA",FEMALE,13,7.7,53.8,38.5,0,0,19,26.3,68.4,5.3,0,0,38,47.4,52.6,0,0,11,18.2,45.5,36.4,0,10,21.1,70,0,0
JINJA,,MALE,22,4.5,50,31.8,13.6,0,25,12,56,16,12,4,42,38.1,28.6,33.3,0,9,33.3,44.4,0,22.2,21,33.3,52.4,14.3,0
JINJA,NAKANYONYI GIRLS SCHOOL,FEMALE,84,29.8,42.9,22.6,4.8,0,60,41.7,28.3,20,8.3,1.7,46,47.8,43.5,4.3,4.3,15,13.3,46.7,40,0,19,15.8,57.9,26.3,0
JINJA,"P.M.M GIRLS' SCHOOL,JINJA",FEMALE,75,13.3,32,38.7,16,0,86,11.6,51.2,26.7,10.5,0,198,31.3,55.6,13.1,0,69,31.9,43.5,21.7,2.9,56,32.6,55.4,7.1,1.8
JINJA,,MALE,1,0,0,100,0,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0
